6519,25
6582,25
6644,21
6707,13
6769,0
6829,-18
6891,-35
6953,-43
7016,-43
7078,-35
7141,-21
7203,-2
7264,20
7326,38
7389,44
7389,44
7449,41
7512,39
7574,36
7636,31
7699,25
7761,17
7824,9
7883,0
7943,-9
8002,-21
8065,-31
8127,-37
8189,-38
8253,-38
8315,-35
8378,-31
8440,-24
8503,-14
8565,1
8626,20
8688,34
8751,38
8813,29
8876,14
8876,14
8935,1
8994,-4
9054,-7
9113,-10
9176,-10
9239,-9
9299,-8
9360,-7
9420,-4
9481,-2
9541,-1
9602,-1
9662,1
9722,3
9782,4
9841,4
9901,6
9960,6
10019,8
10079,9
10138,9
10199,10
10261,10
10323,8
10384,7
10444,4
10505,1
10565,-2
10626,-5
10686,-6
10745,-9
10805,-13
10867,-15
10930,-18
10992,-20
11055,-22
11117,-24
11181,-24
11243,-26
11305,-26
11368,-26
11430,-24
11493,-23
11555,-19
11618,-15
11680,-8
11740,-1
11799,8
11858,15
11921,20
11983,21
12046,15
12108,7
12169,-4
12229,-14
12292,-26
12354,-32
12417,-35
12479,-36
12541,-33
12604,-29
12666,-23
12729,-13
