6757,12
6880,15
7003,19
7126,22
7248,26
7371,29
7493,34
7615,37
7737,40
7863,40
7988,36
8111,32
8233,27
8356,22
8478,17
8600,12
8722,6
8845,1
8968,-2
9091,-6
9213,-12
9336,-16
9458,-19
9580,-25
9702,-31
9825,-37
9948,-42
10073,-45
10198,-46
10322,-43
10447,-38
10569,-29
10691,-20
10814,-9
10937,1
11060,12
11183,22
11305,32
11427,44
11552,51
11677,53
11803,48
11928,39
12051,28
12174,10
12297,-16
12419,-47
12544,-57
12668,-52
12794,-40
12919,-31
13042,-21
13165,-12
13288,-2
13410,8
13532,17
13654,26
13776,38
13899,52
14024,57
14149,57
14274,52
14399,44
14524,35
14646,25
14769,15
14892,4
15014,-7
15137,-16
15260,-26
15382,-38
15504,-51
15629,-59
15755,-60
15880,-56
16005,-49
16130,-38
16252,-28
16374,-17
16496,-5
16618,8
16741,21
16864,35
16987,50
17112,60
17236,62
17361,60
17486,50
17611,34
17734,19
17857,3
17980,-14
18103,-31
18226,-49
18351,-63
18476,-65
18600,-58
18726,-48
18851,-36
18974,-22
19097,-9
19220,6
19342,22
19464,38
19586,15871
